id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
225;2021-08-25T00:00:54+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.3;59.5;62.5;57.9;55.2;2021-08-24
227;2021-08-27T00:00:07+00:00;/sonometros;NoiseLevelObserved;T248682-daily;57.9;59.4;61.1;57.0;52.9;2021-08-26
236;2021-09-05T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248682-daily;74.4;69.5;82.5;79.6;76.5;2021-09-04
237;2021-09-06T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248682-daily;74.1;73.2;79.8;79.5;72.6;2021-09-05
238;2021-09-07T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248682-daily;62.3;61.4;69.8;58.1;64.1;2021-09-06
241;2021-09-10T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.0;61.6;62.5;59.5;53.2;2021-09-09
243;2021-09-12T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.2;61.7;63.4;59.7;55.2;2021-09-11
245;2021-09-14T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.9;61.8;61.9;58.1;51.6;2021-09-13
281;2021-09-18T00:00:59+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.4;62.9;64.1;62.9;54.5;2021-09-17
284;2021-09-21T00:00:07+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.8;65.9;64.8;59.8;52.0;2021-09-20
356;2021-09-29T00:00:27+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.4;65.6;64.4;58.2;51.5;2021-09-28
357;2021-09-30T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.1;65.2;64.3;59.3;51.9;2021-09-29
363;2021-10-08T07:58:54+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.0;60.7;61.4;59.3;51.5;2021-10-07
365;2021-10-10T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.7;60.0;67.3;62.6;61.1;2021-10-09
367;2021-10-12T00:01:00+00:00;/sonometros;NoiseLevelObserved;T248682-daily;67.1;62.6;71.7;76.8;55.4;2021-10-11
369;2021-10-14T00:00:08+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.9;60.6;61.3;58.0;51.8;2021-10-13
405;2021-10-18T00:00:17+00:00;/sonometros;NoiseLevelObserved;T248682-daily;62.2;59.9;70.4;58.3;64.9;2021-10-17
