id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
313;2021-09-16T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.4;56.7;58.7;55.9;50.5;2021-09-15
314;2021-09-17T00:00:41+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.7;58.6;58.3;54.9;47.0;2021-09-16
315;2021-09-18T00:00:44+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.9;58.6;59.2;56.7;49.4;2021-09-17
316;2021-09-19T00:00:47+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.3;55.2;58.7;55.0;51.5;2021-09-18
351;2021-09-22T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.3;58.4;58.0;51.5;47.5;2021-09-21
352;2021-09-23T00:00:57+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.9;57.6;58.4;54.8;49.3;2021-09-22
353;2021-09-24T00:01:00+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.6;58.4;54.4;49.2;2021-09-23
354;2021-09-25T00:00:41+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.4;57.6;59.4;58.7;50.1;2021-09-24
356;2021-09-27T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.1;52.8;56.8;53.7;49.7;2021-09-26
391;2021-09-30T00:00:15+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.3;57.9;59.3;54.2;51.0;2021-09-29
393;2021-10-02T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.4;58.8;60.5;58.1;51.9;2021-10-01
397;2021-10-06T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.0;56.8;56.8;54.8;45.7;2021-10-05
398;2021-10-07T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.3;58.2;58.2;53.5;48.0;2021-10-06
400;2021-10-09T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.1;58.8;59.7;57.1;50.2;2021-10-08
405;2021-10-14T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.3;58.0;58.5;55.6;48.6;2021-10-13
447;2021-10-24T00:00:16+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.4;56.1;60.2;57.1;53.1;2021-10-23
448;2021-10-25T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.9;54.0;57.5;52.0;50.5;2021-10-24
450;2021-10-27T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.4;58.5;57.4;51.9;44.4;2021-10-26
484;2021-10-29T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.0;57.9;57.8;54.3;47.0;2021-10-28
485;2021-10-30T00:01:30+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.3;58.7;60.4;58.2;51.6;2021-10-29
585;2021-11-03T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.0;56.9;56.2;53.3;43.5;2021-11-02
618;2021-11-04T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.3;58.4;57.7;52.2;46.3;2021-11-03
651;2021-11-05T00:00:45+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.2;58.0;58.3;53.9;48.7;2021-11-04
685;2021-11-07T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.4;56.0;57.4;53.9;48.9;2021-11-06
722;2021-11-12T00:00:03+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.3;58.2;57.9;54.7;46.6;2021-11-11
727;2021-11-17T00:00:25+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.7;57.8;56.7;50.9;44.2;2021-11-16
730;2021-11-20T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.0;58.3;59.9;59.1;50.5;2021-11-19
732;2021-11-22T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.9;54.0;59.7;55.4;53.2;2021-11-21
734;2021-11-24T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.7;57.7;57.7;51.1;47.9;2021-11-23
767;2021-11-25T00:00:31+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.4;58.1;58.9;54.0;50.0;2021-11-24
771;2021-11-29T00:00:40+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.3;54.3;57.9;52.1;51.0;2021-11-28
777;2021-12-05T00:00:53+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.9;55.2;57.7;53.6;50.0;2021-12-04
782;2021-12-10T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.6;57.8;55.1;47.3;2021-12-09
783;2021-12-11T00:00:41+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.3;58.0;58.8;55.7;49.4;2021-12-10
818;2021-12-14T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.8;58.9;57.8;51.7;45.4;2021-12-13
820;2021-12-16T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.5;57.3;57.4;53.3;47.4;2021-12-15
821;2021-12-17T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.3;57.1;57.6;53.1;48.2;2021-12-16
822;2021-12-18T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.0;57.4;59.1;56.7;50.5;2021-12-17
827;2021-12-23T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.4;58.7;60.1;60.5;49.6;2021-12-22
830;2021-12-26T00:00:41+00:00;/sonometros;NoiseLevelObserved;T248661-daily;51.3;52.5;55.4;51.6;47.9;2021-12-25
833;2021-12-29T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.6;56.2;57.4;54.4;48.5;2021-12-28
836;2022-01-06T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.1;58.0;57.8;54.9;46.6;2022-01-05
838;2022-01-08T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.4;55.6;57.8;55.2;49.7;2022-01-07
839;2022-01-09T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.2;54.5;56.9;53.4;49.1;2022-01-08
847;2022-01-17T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248661-daily;51.6;52.3;56.9;50.6;50.3;2022-01-16
852;2022-01-22T00:00:40+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.4;56.3;59.1;58.6;50.6;2022-01-21
855;2022-01-25T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.3;57.2;57.3;52.0;47.5;2022-01-24
857;2022-01-27T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.7;57.6;53.5;47.1;2022-01-26
895;2022-02-02T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.1;57.0;56.6;52.1;45.6;2022-02-01
897;2022-02-04T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.1;59.0;59.0;54.8;48.7;2022-02-03
899;2022-02-06T00:00:13+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.6;55.5;58.8;56.5;51.1;2022-02-05
903;2022-02-10T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.3;59.3;58.9;53.7;48.2;2022-02-09
905;2022-02-12T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.4;57.8;59.4;56.3;50.9;2022-02-11
907;2022-02-14T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.1;54.2;57.6;52.4;50.5;2022-02-13
908;2022-02-15T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.9;56.8;56.6;52.1;46.2;2022-02-14
921;2022-02-28T00:00:03+00:00;/sonometros;NoiseLevelObserved;T248661-daily;70.6;73.0;70.8;54.3;50.4;2022-02-27
924;2022-03-03T00:00:11+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.8;57.6;57.6;53.8;47.3;2022-03-02
925;2022-03-04T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248661-daily;58.0;60.0;59.5;54.2;48.4;2022-03-03
926;2022-03-05T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248661-daily;61.5;63.3;63.6;59.3;53.8;2022-03-04
961;2022-03-08T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248661-daily;58.0;59.9;59.5;56.5;48.0;2022-03-07
962;2022-03-09T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248661-daily;60.9;61.8;63.3;66.0;47.7;2022-03-08
963;2022-03-10T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248661-daily;58.3;60.4;59.7;54.3;48.3;2022-03-09
965;2022-03-12T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248661-daily;68.5;69.6;72.1;71.0;63.5;2022-03-11
971;2022-03-18T00:00:53+00:00;/sonometros;NoiseLevelObserved;T248661-daily;77.9;74.4;86.7;70.5;81.3;2022-03-17
972;2022-03-19T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248661-daily;79.8;77.8;87.0;83.6;80.8;2022-03-18
974;2022-03-21T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248661-daily;70.0;58.5;79.8;54.9;74.6;2022-03-20
976;2022-03-23T00:00:54+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.4;59.1;60.5;53.3;52.4;2022-03-22
980;2022-03-27T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.7;56.0;58.2;54.3;50.4;2022-03-26
983;2022-03-30T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.4;57.3;57.0;53.7;45.7;2022-03-29
987;2022-04-03T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.6;54.9;59.0;59.1;50.7;2022-04-02
988;2022-04-04T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.3;53.0;57.5;50.7;51.0;2022-04-03
990;2022-04-06T00:00:25+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.5;57.3;57.7;54.9;47.6;2022-04-05
991;2022-04-07T00:00:27+00:00;/sonometros;NoiseLevelObserved;T248661-daily;56.6;58.6;58.3;54.1;47.3;2022-04-06
993;2022-04-09T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.6;56.0;57.9;54.9;49.5;2022-04-08
994;2022-04-10T00:00:34+00:00;/sonometros;NoiseLevelObserved;T248661-daily;58.3;60.0;60.5;56.7;51.0;2022-04-09
997;2022-04-13T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.7;56.6;56.5;53.0;45.8;2022-04-12
999;2022-04-15T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248661-daily;53.1;54.5;56.7;53.1;48.8;2022-04-14
1001;2022-04-17T00:01:50+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.9;53.9;56.6;55.1;48.4;2022-04-16
1003;2022-04-19T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248661-daily;51.8;52.6;54.8;56.1;44.4;2022-04-18
1004;2022-04-20T00:00:58+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.1;58.9;59.5;54.5;50.3;2022-04-19
1006;2022-04-22T00:00:04+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.2;58.2;60.6;60.1;51.8;2022-04-21
1020;2022-05-06T00:00:36+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.7;59.7;59.0;53.5;47.5;2022-05-05
1021;2022-05-07T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.0;58.5;60.3;55.7;52.3;2022-05-06
1027;2022-05-13T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248661-daily;57.0;59.0;58.5;53.9;47.5;2022-05-12
1029;2022-05-15T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.1;54.7;59.2;55.3;52.4;2022-05-14
1030;2022-05-16T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248661-daily;52.0;52.3;57.3;54.1;50.5;2022-05-15
1031;2022-05-17T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.9;57.8;57.3;53.1;46.1;2022-05-16
1068;2022-05-22T00:00:41+00:00;/sonometros;NoiseLevelObserved;T248661-daily;54.3;54.8;59.0;56.7;51.7;2022-05-21
1070;2022-05-24T00:00:47+00:00;/sonometros;NoiseLevelObserved;T248661-daily;55.3;57.2;56.8;52.0;45.9;2022-05-23
