id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
953;2022-03-15T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248679-daily;67.8;68.3;70.5;73.5;56.3;2022-03-14
961;2022-03-23T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.8;63.3;65.2;59.6;57.4;2022-03-22
967;2022-03-29T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.3;62.0;62.7;59.8;53.1;2022-03-28
971;2022-04-02T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.6;61.6;64.3;63.0;56.1;2022-04-01
972;2022-04-03T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.6;59.8;65.5;61.3;58.9;2022-04-02
975;2022-04-06T00:00:31+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.4;62.2;62.5;59.8;52.2;2022-04-05
977;2022-04-08T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.6;62.6;65.2;64.9;56.4;2022-04-07
980;2022-04-11T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.0;59.9;63.6;59.8;56.5;2022-04-10
981;2022-04-12T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.0;62.2;63.7;64.4;53.1;2022-04-11
984;2022-04-15T00:00:52+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.8;61.0;65.4;65.1;57.5;2022-04-14
994;2022-04-25T00:00:03+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.1;59.8;63.9;60.5;56.8;2022-04-24
998;2022-04-29T00:01:14+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.2;63.7;65.6;62.0;57.4;2022-04-28
1004;2022-05-05T00:01:30+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.7;63.3;64.7;60.1;56.4;2022-05-04
1009;2022-05-10T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.8;62.5;63.0;61.1;52.7;2022-05-09
1013;2022-05-14T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248679-daily;63.0;63.0;67.8;68.0;59.9;2022-05-13
1050;2022-05-19T00:00:56+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.5;62.0;63.3;61.4;54.1;2022-05-18
1051;2022-05-20T00:00:01+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.6;62.8;64.8;63.8;55.8;2022-05-19
1055;2022-05-24T00:00:13+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.5;61.2;61.9;59.3;52.1;2022-05-23
1056;2022-05-25T00:00:17+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.8;61.5;62.4;59.1;53.2;2022-05-24
1057;2022-05-26T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.3;61.9;62.8;60.1;53.3;2022-05-25
1058;2022-05-27T00:01:22+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.7;61.9;63.6;63.6;53.7;2022-05-26
1061;2022-05-30T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.1;59.3;67.1;61.0;61.1;2022-05-29
1062;2022-05-31T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.1;62.8;63.2;59.1;53.7;2022-05-30
1064;2022-06-02T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.1;62.6;63.6;62.2;53.8;2022-06-01
1065;2022-06-03T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.0;62.4;64.2;63.3;55.0;2022-06-02
1066;2022-06-04T00:00:44+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.7;63.0;67.1;67.1;59.0;2022-06-03
1067;2022-06-05T00:00:48+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.4;60.2;68.1;64.9;61.8;2022-06-04
1069;2022-06-07T00:00:53+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.6;61.3;62.1;58.7;52.8;2022-06-06
1072;2022-06-10T00:00:06+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.6;62.6;65.0;65.2;55.7;2022-06-09
1080;2022-06-18T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.0;61.8;65.2;63.8;57.3;2022-06-17
1083;2022-06-21T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.2;62.0;62.6;58.9;53.1;2022-06-20
1085;2022-06-23T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.9;63.5;64.3;62.6;54.4;2022-06-22
1088;2022-06-26T00:00:52+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.5;59.1;65.3;63.8;58.3;2022-06-25
1091;2022-06-29T00:00:04+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.8;63.2;64.5;63.1;55.0;2022-06-28
1093;2022-07-01T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.1;62.9;65.9;65.4;57.4;2022-06-30
1097;2022-07-05T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.8;61.4;62.7;59.6;53.8;2022-07-04
1101;2022-07-09T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.2;62.4;65.3;63.1;57.2;2022-07-08
1106;2022-07-14T00:00:32+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.4;61.9;63.2;61.6;53.7;2022-07-13
