id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
838;2022-01-16T00:00:54+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.1;61.7;66.2;62.8;59.3;2022-01-15
840;2022-01-18T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.4;63.2;63.7;58.3;54.5;2022-01-17
843;2022-01-21T00:00:14+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.6;65.1;61.3;56.7;2022-01-20
848;2022-01-26T00:00:17+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.6;65.4;61.0;57.4;2022-01-25
882;2022-01-28T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.9;63.4;64.8;62.4;55.8;2022-01-27
884;2022-01-30T00:00:27+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.0;62.4;66.8;65.3;59.4;2022-01-29
885;2022-01-31T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248671-daily;59.5;59.9;65.1;59.2;58.7;2022-01-30
886;2022-02-01T00:00:30+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.0;62.7;63.4;60.0;54.1;2022-01-31
891;2022-02-06T00:00:44+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.6;63.1;67.6;64.9;60.6;2022-02-05
893;2022-02-08T00:01:50+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.3;65.3;64.8;59.7;53.9;2022-02-07
895;2022-02-10T00:00:52+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.7;64.4;65.0;62.5;55.1;2022-02-09
896;2022-02-11T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.1;64.8;65.4;62.2;55.8;2022-02-10
897;2022-02-12T00:00:56+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.9;63.9;66.6;64.7;58.5;2022-02-11
901;2022-02-16T00:01:07+00:00;/sonometros;NoiseLevelObserved;T248671-daily;60.9;62.7;63.3;58.7;54.2;2022-02-15
904;2022-02-19T00:00:16+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.6;64.0;65.8;63.8;57.1;2022-02-18
905;2022-02-20T00:00:17+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.3;63.2;69.2;65.9;62.6;2022-02-19
910;2022-02-25T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.6;65.1;62.0;56.4;2022-02-24
915;2022-03-02T00:00:53+00:00;/sonometros;NoiseLevelObserved;T248671-daily;66.2;68.2;67.7;60.8;57.2;2022-03-01
957;2022-03-12T00:00:06+00:00;/sonometros;NoiseLevelObserved;T248671-daily;71.4;71.9;75.3;76.2;66.3;2022-03-11
962;2022-03-17T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248671-daily;81.6;76.4;86.7;91.2;74.7;2022-03-16
964;2022-03-19T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248671-daily;79.6;77.3;86.4;85.0;79.9;2022-03-18
965;2022-03-20T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248671-daily;85.1;85.5;89.7;88.8;82.0;2022-03-19
970;2022-03-25T00:01:37+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.3;64.6;67.0;63.1;59.2;2022-03-24
